KL Divergence for Dealer Card Frequencies,6.402400394964457,,,
KL Divergence for Player Card Frequencies,8.803355869638631,,,
Jensen-Shannon Distance for Dealer Card Frequencies,0.5289357387880723,,,
Jensen-Shannon Distance for Player Card Frequencies,0.5943747664451364,,,
Chi-Squared Test for Dealer Card Frequencies,6976.012233785479,0.0,21.02606981748307,True
Chi-Squared Test for Player Card Frequencies,7595.618987627276,0.0,21.02606981748307,True
Kolmogorov-Smirnov Test for Dealer Card Frequencies,0.7692307692307693,0.000499971155510259,,
Kolmogorov-Smirnov Test for Player Card Frequencies,0.7692307692307693,0.000499971155510259,,
Anderson-Darling Test for Dealer Card Frequencies,6.4489624481815335,0.0010885128685089265,0.32500000000000007,True
Anderson-Darling Test for Player Card Frequencies,7.499304676068114,0.001,0.32500000000000007,True
KL Divergence for Dealer Final Hand Values,2.6878567777847375,,,
KL Divergence for Player Final Hand Values,9.400670966133466,,,
Chi-Squared Test for Dealer Final Hand Values,2248.40125188543,0.0,26.296227604864242,True
Chi-Squared Test for Player Final Hand Values,4892.967428642067,0.0,23.68479130484058,True
Kolmogorov-Smirnov Test for Dealer Final Hand Values,0.5294117647058824,0.015560640732265447,,
Kolmogorov-Smirnov Test for Player Final Hand Values,0.8666666666666667,5.608650782967649e-06,,
Anderson-Darling Test for Dealer Final Hand Values,5.445220130395652,0.0024098164985899033,0.32500000000000007,True
Anderson-Darling Test for Player Final Hand Values,13.033596523483391,0.001,0.32500000000000007,True
