KL Divergence for Dealer Card Frequencies,11.921244652098935,,,
KL Divergence for Player Card Frequencies,11.830425016062708,,,
Jensen-Shannon Distance for Dealer Card Frequencies,0.6318928296406732,,,
Jensen-Shannon Distance for Player Card Frequencies,0.6283204584641885,,,
Chi-Squared Test for Dealer Card Frequencies,9155.185819164579,0.0,21.02606981748307,True
Chi-Squared Test for Player Card Frequencies,8304.779617845077,0.0,21.02606981748307,True
Kolmogorov-Smirnov Test for Dealer Card Frequencies,0.7692307692307693,0.000499971155510259,,
Kolmogorov-Smirnov Test for Player Card Frequencies,0.7692307692307693,0.000499971155510259,,
Anderson-Darling Test for Dealer Card Frequencies,10.573231543050724,0.001,0.32500000000000007,True
Anderson-Darling Test for Player Card Frequencies,10.605099385118386,0.001,0.32500000000000007,True
KL Divergence for Dealer Final Hand Values,12.978494146315121,,,
KL Divergence for Player Final Hand Values,13.864136204011556,,,
Chi-Squared Test for Dealer Final Hand Values,4275.378502236162,0.0,26.296227604864242,True
Chi-Squared Test for Player Final Hand Values,6947.062518735141,0.0,23.68479130484058,True
Kolmogorov-Smirnov Test for Dealer Final Hand Values,0.9411764705882353,2.9139449242640427e-08,,
Kolmogorov-Smirnov Test for Player Final Hand Values,0.9333333333333333,3.8680350227363097e-07,,
Anderson-Darling Test for Dealer Final Hand Values,24.961222246676787,0.001,0.32500000000000007,True
Anderson-Darling Test for Player Final Hand Values,21.323695703483878,0.001,0.32500000000000007,True
