game_id,player_win,player_hand_value,dealer_hand_value,dealer_bust
0,0,29,17,0
1,0,15,18,0
2,0,29,20,0
3,0,23,21,0
4,0,29,17,0
5,0,28,20,0
6,0,22,17,0
7,0,23,18,0
8,0,25,21,0
9,0,26,20,0
10,0,24,19,0
11,0,14,19,0
12,0,28,17,0
13,0,22,19,0
14,0,22,21,0
15,0,26,19,0
16,0,16,18,0
17,1,16,25,1
18,0,26,17,0
19,0,27,20,0
20,0,24,20,0
21,0,31,18,0
22,0,29,20,0
23,0,24,20,0
24,0,26,21,0
25,0,24,18,0
26,0,29,23,1
27,1,16,23,1
28,0,16,18,0
29,0,16,17,0
30,0,25,26,1
31,0,28,19,0
32,0,23,19,0
33,0,29,20,0
34,0,14,20,0
35,0,16,20,0
36,0,22,19,0
37,0,28,17,0
38,0,14,20,0
39,0,30,19,0
40,0,29,17,0
41,0,15,20,0
42,0,23,25,1
43,0,14,20,0
44,0,31,21,0
45,0,16,20,0
46,0,22,19,0
47,0,27,17,0
48,0,23,19,0
49,0,14,21,0
50,0,26,26,1
51,0,26,22,1
52,0,22,23,1
53,0,30,18,0
54,0,28,20,0
55,0,16,20,0
56,0,16,20,0
57,1,15,25,1
58,0,22,22,1
59,0,22,19,0
60,1,14,22,1
61,1,16,23,1
62,0,22,24,1
63,0,16,18,0
64,0,28,20,0
65,0,25,17,0
66,0,28,22,1
67,0,15,21,0
68,0,28,20,0
69,0,24,24,1
70,1,15,26,1
71,0,15,18,0
72,0,23,20,0
73,0,16,17,0
74,0,22,18,0
75,0,29,18,0
76,0,24,19,0
77,0,23,24,1
78,0,14,18,0
79,0,15,20,0
80,0,30,21,0
81,0,23,21,0
82,0,29,18,0
83,0,22,26,1
84,1,15,25,1
85,0,23,26,1
86,0,26,20,0
87,1,14,25,1
88,0,25,25,1
89,0,16,20,0
90,0,14,21,0
91,0,23,17,0
92,0,27,18,0
93,0,15,18,0
94,0,28,20,0
95,0,22,21,0
96,0,25,20,0
97,0,27,21,0
98,0,31,19,0
99,0,16,19,0
100,0,25,21,0
101,0,26,19,0
102,0,22,18,0
103,0,24,24,1
104,0,22,17,0
105,0,16,19,0
106,0,25,22,1
107,0,24,19,0
108,0,23,24,1
109,0,22,21,0
110,0,24,18,0
111,1,14,26,1
112,0,16,19,0
113,0,29,19,0
114,0,14,21,0
115,0,26,20,0
116,0,26,21,0
117,0,31,20,0
118,0,28,17,0
119,0,27,17,0
120,0,14,21,0
121,0,22,24,1
122,0,25,17,0
123,0,24,17,0
124,0,30,19,0
125,0,14,19,0
126,0,28,19,0
127,0,22,17,0
128,1,14,24,1
129,0,29,17,0
130,0,28,21,0
131,0,27,20,0
132,0,29,21,0
133,0,24,18,0
134,0,22,18,0
135,0,29,24,1
136,1,14,25,1
137,0,16,17,0
138,0,30,21,0
139,0,15,17,0
140,0,30,22,1
141,0,14,20,0
142,0,15,19,0
143,0,29,17,0
144,0,25,25,1
145,0,22,18,0
146,0,23,23,1
147,0,29,22,1
148,0,22,21,0
149,0,24,25,1
150,0,15,19,0
151,0,24,19,0
152,0,22,21,0
153,0,15,17,0
154,0,23,22,1
155,0,25,19,0
156,0,15,19,0
157,0,15,20,0
158,0,22,23,1
159,0,25,18,0
160,0,24,18,0
161,0,23,18,0
162,0,24,22,1
163,0,23,18,0
164,0,22,17,0
165,0,14,17,0
166,0,22,17,0
167,1,16,24,1
168,0,16,17,0
169,0,22,19,0
170,0,27,21,0
171,0,22,20,0
172,0,30,24,1
173,0,14,18,0
174,0,23,19,0
175,0,25,21,0
176,0,30,18,0
177,0,15,20,0
178,0,25,25,1
179,0,26,25,1
180,0,26,20,0
181,0,28,19,0
182,0,14,18,0
183,0,26,20,0
184,0,14,20,0
185,0,22,17,0
186,0,16,19,0
187,0,23,17,0
188,0,24,19,0
189,0,26,22,1
190,0,25,20,0
191,0,26,26,1
192,0,24,19,0
193,0,30,25,1
194,0,25,19,0
195,0,31,20,0
196,1,15,24,1
197,0,25,17,0
198,0,29,20,0
199,0,24,26,1
200,0,24,17,0
201,0,16,18,0
202,1,15,24,1
203,0,15,20,0
204,0,16,18,0
205,0,14,17,0
206,0,15,20,0
207,0,22,18,0
208,0,23,20,0
209,0,28,17,0
210,0,26,18,0
211,0,30,26,1
212,0,14,21,0
213,0,29,21,0
214,0,25,19,0
215,0,15,20,0
216,0,16,19,0
217,0,30,23,1
218,0,22,17,0
219,0,28,19,0
220,0,23,20,0
221,0,27,17,0
222,0,23,20,0
223,0,29,25,1
224,1,15,23,1
225,0,27,18,0
226,0,30,24,1
227,0,22,19,0
228,0,29,19,0
229,0,23,26,1
230,0,22,18,0
231,0,22,19,0
232,0,14,20,0
233,0,27,22,1
234,0,25,19,0
235,0,23,17,0
236,0,26,18,0
237,0,27,19,0
238,0,16,17,0
239,0,24,22,1
240,0,28,18,0
241,1,14,23,1
242,0,29,18,0
243,0,14,18,0
244,0,27,18,0
245,0,26,22,1
246,0,22,24,1
247,0,23,18,0
248,0,27,20,0
249,0,25,22,1
250,0,26,19,0
251,0,23,19,0
252,0,23,18,0
253,0,28,25,1
254,0,14,20,0
255,0,14,21,0
256,0,29,18,0
257,0,23,25,1
258,0,27,17,0
259,0,31,20,0
260,0,23,19,0
261,0,22,17,0
262,1,14,23,1
263,0,30,24,1
264,0,30,21,0
265,1,15,22,1
266,0,22,20,0
267,0,30,23,1
268,0,15,20,0
269,0,28,19,0
270,0,22,25,1
271,0,24,26,1
272,0,30,25,1
273,0,26,17,0
274,0,25,19,0
275,1,14,24,1
276,0,22,24,1
277,0,22,18,0
278,0,15,21,0
279,0,24,19,0
280,0,23,20,0
281,0,26,19,0
282,1,14,26,1
283,0,27,26,1
284,1,16,24,1
285,0,30,25,1
286,0,14,21,0
287,0,26,18,0
288,0,29,17,0
289,0,14,18,0
290,0,26,20,0
291,0,25,19,0
292,0,25,17,0
293,0,23,20,0
294,0,29,23,1
295,0,15,21,0
296,0,29,21,0
297,0,26,19,0
298,0,31,19,0
299,0,28,18,0
300,0,14,18,0
301,0,14,19,0
302,0,27,18,0
303,0,25,24,1
304,0,27,26,1
305,0,22,20,0
306,0,22,21,0
307,0,28,23,1
308,0,23,20,0
309,0,25,17,0
310,0,22,19,0
311,0,28,20,0
312,0,22,21,0
313,0,25,21,0
314,0,16,20,0
315,0,24,17,0
316,0,22,17,0
317,0,15,21,0
318,0,14,17,0
319,0,27,20,0
320,1,16,26,1
321,0,22,24,1
322,0,28,26,1
323,0,28,18,0
324,0,23,26,1
325,0,22,25,1
326,0,15,19,0
327,0,23,20,0
328,1,16,23,1
329,0,24,18,0
330,0,24,21,0
331,1,15,26,1
332,0,25,19,0
333,0,24,19,0
334,0,31,21,0
335,0,25,23,1
336,0,16,21,0
337,0,26,19,0
338,0,22,21,0
339,0,14,18,0
340,0,24,19,0
341,1,15,22,1
342,0,23,20,0
343,0,28,23,1
344,0,31,18,0
345,0,27,18,0
346,0,14,21,0
347,0,23,25,1
348,0,27,19,0
349,0,28,21,0
350,0,25,21,0
351,0,29,20,0
352,0,24,18,0
353,0,30,22,1
354,1,14,23,1
355,0,25,18,0
356,0,30,26,1
357,0,22,17,0
358,0,28,21,0
359,0,25,25,1
360,0,26,18,0
361,0,24,26,1
362,0,24,25,1
363,0,15,21,0
364,0,24,20,0
365,0,22,17,0
366,0,22,17,0
367,0,26,26,1
368,0,26,17,0
369,0,28,23,1
370,0,22,20,0
371,1,16,25,1
372,0,27,21,0
373,1,14,22,1
374,0,22,19,0
375,0,22,20,0
376,0,24,23,1
377,0,28,22,1
378,0,27,19,0
379,0,24,17,0
380,0,14,17,0
381,0,15,20,0
382,0,22,18,0
383,0,15,21,0
384,0,22,26,1
385,0,28,19,0
386,0,30,17,0
387,0,25,26,1
388,0,14,18,0
389,0,16,20,0
390,0,23,21,0
391,0,26,20,0
392,1,14,22,1
393,0,15,18,0
394,0,22,21,0
395,0,30,17,0
396,0,27,20,0
397,0,23,17,0
398,0,16,20,0
399,0,16,19,0
400,0,22,24,1
401,0,22,20,0
402,0,28,17,0
403,0,29,20,0
404,0,24,21,0
405,0,28,18,0
406,0,23,18,0
407,0,26,17,0
408,0,27,21,0
409,0,23,23,1
410,1,14,24,1
411,0,23,25,1
412,0,15,21,0
413,0,15,17,0
414,0,30,19,0
415,0,30,24,1
416,0,15,21,0
417,0,15,20,0
418,0,15,19,0
419,0,25,20,0
420,0,22,26,1
421,0,14,20,0
422,0,23,21,0
423,0,23,23,1
424,0,24,18,0
425,0,26,20,0
426,0,14,17,0
427,0,30,18,0
428,0,14,18,0
429,0,28,20,0
430,0,31,18,0
431,0,24,17,0
432,0,29,18,0
433,0,26,19,0
434,0,25,18,0
435,0,23,23,1
436,0,22,21,0
437,0,25,25,1
438,0,30,20,0
439,0,23,18,0
440,0,30,17,0
441,0,27,23,1
442,0,23,22,1
443,0,26,18,0
444,0,25,25,1
445,0,24,18,0
446,0,29,18,0
447,0,30,17,0
448,0,25,22,1
449,0,15,20,0
450,0,28,25,1
451,0,15,20,0
452,0,14,21,0
453,0,26,18,0
454,0,29,20,0
455,0,29,20,0
456,0,23,20,0
457,0,31,21,0
458,0,26,22,1
459,0,25,20,0
460,0,23,23,1
461,0,24,17,0
462,0,26,19,0
463,0,14,20,0
464,0,22,17,0
465,0,22,19,0
466,0,22,21,0
467,0,29,18,0
468,0,28,19,0
469,0,24,17,0
470,0,24,20,0
471,0,25,17,0
472,0,16,18,0
473,0,23,20,0
474,0,30,18,0
475,0,16,18,0
476,0,25,20,0
477,1,16,22,1
478,0,27,22,1
479,0,28,20,0
480,0,23,17,0
481,0,14,19,0
482,0,24,23,1
483,0,16,18,0
484,0,25,19,0
485,0,23,21,0
486,0,26,22,1
487,0,28,21,0
488,0,15,21,0
489,0,31,18,0
490,0,16,21,0
491,0,27,22,1
492,0,25,17,0
493,0,27,17,0
494,1,15,22,1
495,0,29,20,0
496,0,30,21,0
497,0,14,20,0
498,0,15,18,0
499,0,29,17,0
500,0,30,23,1
501,0,22,20,0
502,0,22,20,0
503,0,29,22,1
504,1,15,26,1
505,0,23,17,0
506,0,28,17,0
507,0,25,18,0
508,0,22,23,1
509,0,27,20,0
510,0,22,21,0
511,0,14,20,0
512,0,22,19,0
513,0,28,17,0
514,0,30,26,1
515,0,22,19,0
516,0,27,21,0
517,0,22,20,0
518,0,24,21,0
519,0,24,25,1
520,0,22,17,0
521,1,14,25,1
522,0,22,17,0
523,0,27,18,0
524,0,29,23,1
525,0,29,22,1
526,1,14,22,1
527,0,15,21,0
528,0,29,20,0
529,0,26,21,0
530,0,15,19,0
531,0,22,24,1
532,0,24,22,1
533,0,28,23,1
534,0,30,25,1
535,0,24,17,0
536,0,29,19,0
537,0,24,20,0
538,0,30,22,1
539,0,25,19,0
540,0,23,26,1
541,0,24,26,1
542,0,23,18,0
543,0,26,17,0
544,0,30,18,0
545,0,24,21,0
546,0,28,20,0
547,1,15,24,1
548,0,31,17,0
549,0,25,20,0
550,0,14,20,0
551,0,28,20,0
552,0,15,18,0
553,0,22,21,0
554,0,15,21,0
555,0,30,19,0
556,0,14,19,0
557,0,26,18,0
558,0,22,18,0
559,0,16,18,0
560,0,25,17,0
561,0,25,18,0
562,0,16,18,0
563,0,28,20,0
564,0,23,19,0
565,1,15,23,1
566,0,15,21,0
567,0,22,18,0
568,0,24,20,0
569,0,28,20,0
570,0,22,20,0
571,0,30,19,0
572,1,15,25,1
573,0,23,26,1
574,0,22,24,1
575,0,22,21,0
576,0,31,19,0
577,0,25,20,0
578,0,23,19,0
579,0,23,19,0
580,0,28,21,0
581,0,29,20,0
582,0,29,20,0
583,0,16,20,0
584,0,22,20,0
585,0,29,18,0
586,0,25,25,1
587,0,29,21,0
588,0,24,21,0
589,0,15,20,0
590,0,15,20,0
591,0,16,20,0
592,0,30,18,0
593,0,25,18,0
594,0,22,18,0
595,0,28,21,0
596,1,16,25,1
597,0,14,19,0
598,0,22,21,0
599,0,26,20,0
600,0,29,24,1
601,0,22,20,0
602,0,26,25,1
603,0,31,17,0
604,0,31,18,0
605,0,31,19,0
606,0,26,20,0
607,0,29,24,1
608,0,22,24,1
609,0,23,17,0
610,0,29,24,1
611,0,22,20,0
612,0,26,20,0
613,0,25,23,1
614,0,15,17,0
615,0,28,21,0
616,0,25,18,0
617,0,29,17,0
618,1,16,24,1
619,0,25,26,1
620,1,15,23,1
621,0,29,21,0
622,0,15,20,0
623,1,14,24,1
624,0,30,22,1
625,0,27,19,0
626,0,30,17,0
627,0,28,24,1
628,1,14,23,1
629,0,27,19,0
630,0,14,21,0
631,0,22,18,0
632,0,16,18,0
633,0,26,18,0
634,0,27,20,0
635,0,29,24,1
636,0,22,23,1
637,0,22,19,0
638,0,30,25,1
639,0,15,19,0
640,0,31,20,0
641,0,16,19,0
642,0,26,17,0
643,0,22,18,0
644,0,14,19,0
645,0,15,17,0
646,0,22,19,0
647,0,29,22,1
648,0,28,17,0
649,1,15,23,1
650,0,27,25,1
651,1,16,22,1
652,0,30,17,0
653,0,24,19,0
654,0,26,17,0
655,0,30,25,1
656,0,23,25,1
657,0,16,20,0
658,0,15,19,0
659,0,30,17,0
660,1,14,25,1
661,0,25,22,1
662,0,27,21,0
663,0,27,18,0
664,0,22,22,1
665,0,29,20,0
666,0,15,17,0
667,0,28,25,1
668,0,30,19,0
669,0,14,19,0
670,0,30,26,1
671,0,22,18,0
672,0,23,19,0
673,0,22,23,1
674,0,14,19,0
675,0,24,20,0
676,0,23,18,0
677,0,22,21,0
678,0,31,22,1
679,0,26,17,0
680,0,25,23,1
681,0,15,18,0
682,0,26,24,1
683,0,30,20,0
684,0,16,20,0
685,0,15,17,0
686,0,27,20,0
687,0,25,20,0
688,0,27,18,0
689,1,16,25,1
690,0,14,19,0
691,0,26,21,0
692,0,26,25,1
693,0,29,17,0
694,0,14,21,0
695,0,26,18,0
696,0,22,20,0
697,0,25,17,0
698,0,22,22,1
699,0,24,20,0
700,0,15,19,0
701,0,23,24,1
702,0,22,22,1
703,0,26,17,0
704,0,29,17,0
705,0,26,17,0
706,0,26,21,0
707,0,28,23,1
708,0,22,17,0
709,0,26,20,0
710,0,27,18,0
711,0,27,17,0
712,0,25,18,0
713,1,14,25,1
714,0,24,26,1
715,0,26,18,0
716,0,30,20,0
717,0,15,18,0
718,0,27,19,0
719,0,23,20,0
720,0,22,20,0
721,0,28,19,0
722,0,14,19,0
723,0,29,17,0
724,0,22,17,0
725,0,27,20,0
726,0,14,20,0
727,0,16,19,0
728,0,29,26,1
729,0,16,20,0
730,0,31,22,1
731,0,28,17,0
732,0,15,19,0
733,0,16,19,0
734,0,23,17,0
735,0,16,18,0
736,0,24,19,0
737,0,15,20,0
738,0,30,18,0
739,0,26,23,1
740,0,23,22,1
741,0,26,17,0
742,0,26,20,0
743,0,25,22,1
744,0,22,24,1
745,0,22,20,0
746,0,23,23,1
747,0,29,20,0
748,0,15,18,0
749,0,22,22,1
750,0,27,17,0
751,0,23,25,1
752,0,15,18,0
753,0,22,21,0
754,0,22,19,0
755,0,27,18,0
756,0,23,20,0
757,0,14,20,0
758,0,25,21,0
759,0,26,19,0
760,0,27,19,0
761,0,30,18,0
762,0,14,17,0
763,0,26,20,0
764,0,25,23,1
765,0,28,18,0
766,0,25,18,0
767,0,25,21,0
768,0,30,18,0
769,0,31,18,0
770,0,16,21,0
771,0,28,24,1
772,0,16,18,0
773,0,27,17,0
774,0,22,21,0
775,0,27,21,0
776,0,14,20,0
777,0,30,21,0
778,0,24,20,0
779,0,16,20,0
780,0,24,23,1
781,0,22,24,1
782,0,24,23,1
783,0,23,20,0
784,0,29,21,0
785,0,15,19,0
786,0,27,24,1
787,0,16,20,0
788,0,22,17,0
789,0,25,19,0
790,0,25,24,1
791,0,30,20,0
792,0,23,20,0
793,0,28,17,0
794,0,29,22,1
795,0,23,24,1
796,0,30,21,0
797,0,22,18,0
798,0,26,21,0
799,0,22,22,1
800,1,16,23,1
801,0,25,23,1
802,0,28,19,0
803,0,25,22,1
804,0,24,21,0
805,0,29,26,1
806,0,22,17,0
807,0,27,21,0
808,0,24,22,1
809,0,22,17,0
810,0,24,20,0
811,0,27,17,0
812,1,14,22,1
813,0,29,22,1
814,0,25,24,1
815,0,25,18,0
816,0,15,21,0
817,0,26,19,0
818,0,25,20,0
819,0,28,18,0
820,0,26,18,0
821,0,22,21,0
822,0,31,18,0
823,1,16,24,1
824,0,31,22,1
825,0,23,17,0
826,1,16,26,1
827,0,27,22,1
828,0,25,18,0
829,0,30,22,1
830,0,25,17,0
831,0,28,22,1
832,1,14,22,1
833,0,15,20,0
834,0,24,26,1
835,0,26,24,1
836,0,25,21,0
837,0,26,18,0
838,0,28,23,1
839,0,24,21,0
840,0,27,19,0
841,0,27,22,1
842,0,14,18,0
843,0,25,25,1
844,0,23,21,0
845,1,14,23,1
846,0,15,19,0
847,0,14,20,0
848,0,27,21,0
849,0,26,20,0
850,0,24,20,0
851,0,31,22,1
852,0,25,17,0
853,0,23,23,1
854,0,23,21,0
855,0,15,20,0
856,0,16,18,0
857,0,26,19,0
858,0,22,20,0
859,0,27,24,1
860,0,27,21,0
861,0,16,21,0
862,0,28,24,1
863,0,24,25,1
864,0,23,25,1
865,0,16,17,0
866,0,22,26,1
867,0,15,21,0
868,0,26,23,1
869,0,28,17,0
870,0,30,22,1
871,0,15,20,0
872,0,14,21,0
873,0,27,18,0
874,0,28,19,0
875,0,24,23,1
876,0,28,25,1
877,0,29,17,0
878,0,31,26,1
879,0,31,24,1
880,0,24,21,0
881,0,14,21,0
882,0,14,21,0
883,0,29,20,0
884,0,31,19,0
885,0,23,20,0
886,0,22,21,0
887,0,14,20,0
888,0,29,21,0
889,0,26,18,0
890,0,26,24,1
891,0,24,17,0
892,0,22,26,1
893,0,26,26,1
894,0,29,20,0
895,0,26,20,0
896,0,23,21,0
897,0,22,21,0
898,0,25,20,0
899,0,28,18,0
900,0,22,23,1
901,0,22,22,1
902,0,16,18,0
903,1,16,24,1
904,0,22,20,0
905,0,27,21,0
906,0,28,24,1
907,0,28,17,0
908,0,14,19,0
909,0,25,24,1
910,0,23,21,0
911,0,30,20,0
912,0,26,26,1
913,0,28,22,1
914,0,23,23,1
915,0,22,19,0
916,0,27,20,0
917,0,26,20,0
918,1,16,25,1
919,0,14,17,0
920,0,30,17,0
921,0,24,20,0
922,0,15,21,0
923,0,24,24,1
924,0,24,21,0
925,0,14,18,0
926,0,30,21,0
927,0,24,22,1
928,0,30,26,1
929,0,16,21,0
930,1,16,24,1
931,0,27,18,0
932,0,31,17,0
933,0,24,19,0
934,0,24,24,1
935,0,24,20,0
936,0,16,21,0
937,0,15,20,0
938,0,23,21,0
939,0,25,17,0
940,0,26,24,1
941,0,22,21,0
942,0,27,20,0
943,1,16,23,1
944,0,22,19,0
945,0,30,17,0
946,0,29,20,0
947,0,25,21,0
948,0,14,18,0
949,0,31,19,0
950,0,30,19,0
951,0,26,20,0
952,0,23,20,0
953,0,30,20,0
954,0,30,22,1
955,0,25,20,0
956,0,30,17,0
957,0,23,20,0
958,0,23,20,0
959,0,29,18,0
960,0,14,17,0
961,0,31,17,0
962,0,16,21,0
963,0,23,19,0
964,0,14,19,0
965,0,22,17,0
966,0,15,18,0
967,0,15,20,0
