game_id,player_win,player_hand_value,dealer_hand_value,dealer_bust
0,0,25,20,0
1,0,26,19,0
2,0,22,22,1
3,1,14,25,1
4,0,25,19,0
5,0,23,26,1
6,0,28,24,1
7,0,15,19,0
8,0,15,20,0
9,0,22,25,1
10,0,23,20,0
11,0,15,21,0
12,0,25,22,1
13,0,23,20,0
14,0,14,17,0
15,0,25,17,0
16,0,22,21,0
17,1,15,22,1
18,0,15,17,0
19,0,23,19,0
20,0,24,26,1
21,0,27,17,0
22,0,27,23,1
23,0,28,17,0
24,0,15,18,0
25,0,16,19,0
26,0,14,19,0
27,0,23,25,1
28,0,25,18,0
29,0,26,17,0
30,0,25,21,0
31,0,23,19,0
32,0,23,17,0
33,0,27,20,0
34,0,25,19,0
35,0,15,19,0
36,0,23,19,0
37,0,23,17,0
38,0,24,21,0
39,0,24,20,0
40,0,16,20,0
41,1,15,24,1
42,0,28,17,0
43,0,26,20,0
44,0,24,24,1
45,0,26,17,0
46,0,25,19,0
47,0,22,17,0
48,0,27,20,0
49,0,27,18,0
50,0,25,18,0
51,0,26,18,0
52,0,15,19,0
53,0,25,17,0
54,0,30,20,0
55,0,25,18,0
56,0,14,19,0
57,0,30,24,1
58,0,22,24,1
59,1,16,25,1
60,0,28,19,0
61,0,26,21,0
62,0,27,25,1
63,0,15,17,0
64,0,23,18,0
65,0,26,22,1
66,0,27,20,0
67,0,25,23,1
68,0,24,18,0
69,0,28,21,0
70,0,28,20,0
71,0,27,20,0
72,0,28,18,0
73,1,16,25,1
74,0,27,17,0
75,0,28,22,1
76,0,26,25,1
77,0,23,26,1
78,0,16,21,0
79,0,27,25,1
80,0,22,24,1
81,0,25,19,0
82,0,24,20,0
83,0,29,22,1
84,0,16,20,0
85,0,23,24,1
86,0,22,18,0
87,0,24,23,1
88,0,27,26,1
89,0,29,20,0
90,0,22,20,0
91,0,25,21,0
92,0,27,20,0
93,0,27,23,1
94,0,16,17,0
95,0,27,18,0
96,0,14,21,0
97,0,16,19,0
98,0,24,17,0
99,0,15,19,0
100,0,24,18,0
101,0,15,19,0
102,0,22,17,0
103,0,26,17,0
104,0,30,21,0
105,0,22,17,0
106,0,30,25,1
107,0,27,24,1
108,0,27,19,0
109,0,25,21,0
110,0,22,22,1
111,0,24,19,0
112,0,22,20,0
113,0,27,21,0
114,0,27,18,0
115,0,22,18,0
116,0,26,26,1
117,0,26,19,0
118,0,24,22,1
119,0,14,21,0
120,0,15,17,0
121,0,15,20,0
122,0,15,21,0
123,0,22,19,0
124,0,28,21,0
125,0,16,19,0
126,0,14,20,0
127,1,14,26,1
128,0,22,18,0
129,0,29,19,0
130,0,22,21,0
131,0,31,20,0
132,0,31,21,0
133,0,30,18,0
134,0,24,17,0
135,0,15,17,0
136,0,15,21,0
137,0,26,26,1
138,0,29,20,0
139,0,30,17,0
140,0,23,20,0
141,0,22,19,0
142,0,29,23,1
143,0,27,17,0
144,0,23,17,0
145,0,22,25,1
146,0,22,23,1
147,0,26,18,0
148,0,24,19,0
149,0,27,25,1
150,0,14,20,0
151,0,28,17,0
152,0,14,20,0
153,0,16,18,0
154,0,26,24,1
155,0,23,20,0
156,0,22,26,1
157,0,16,20,0
158,0,26,19,0
159,0,16,21,0
160,0,23,18,0
161,0,30,19,0
162,0,30,24,1
163,0,24,25,1
164,0,31,21,0
165,0,23,21,0
166,0,30,25,1
167,0,26,17,0
168,0,27,25,1
169,0,14,21,0
170,0,15,21,0
171,0,22,19,0
172,0,16,21,0
173,0,24,19,0
174,0,24,17,0
175,0,24,25,1
176,0,30,18,0
177,0,26,25,1
178,0,27,21,0
179,1,14,22,1
180,0,22,23,1
181,0,22,25,1
182,0,16,21,0
183,0,29,17,0
184,0,15,18,0
185,0,16,19,0
186,0,25,26,1
187,0,24,19,0
188,0,16,18,0
189,0,30,17,0
190,0,23,22,1
191,0,14,17,0
192,0,28,20,0
193,0,27,23,1
194,0,22,17,0
195,0,25,18,0
196,0,29,21,0
197,0,24,19,0
198,0,28,17,0
199,0,16,18,0
200,0,22,23,1
201,0,31,26,1
202,0,31,20,0
203,0,29,26,1
204,0,24,22,1
205,0,26,22,1
206,0,14,20,0
207,0,24,17,0
208,0,15,20,0
209,0,16,19,0
210,0,23,26,1
211,0,25,17,0
212,0,14,19,0
213,0,29,25,1
214,0,27,25,1
215,0,28,18,0
216,0,22,19,0
217,0,14,17,0
218,0,29,18,0
219,0,22,17,0
220,0,22,21,0
221,0,22,20,0
222,0,28,18,0
223,0,23,18,0
224,0,15,21,0
225,0,23,22,1
226,0,25,26,1
227,0,24,26,1
228,0,24,22,1
229,0,16,18,0
230,0,30,17,0
231,0,26,18,0
232,0,30,23,1
233,0,27,21,0
234,0,22,23,1
235,0,30,21,0
236,0,30,20,0
237,0,22,19,0
238,0,30,21,0
239,0,24,20,0
240,0,26,17,0
241,0,22,20,0
242,0,27,23,1
243,0,25,23,1
244,0,25,20,0
245,0,27,21,0
246,0,29,20,0
247,0,22,20,0
248,0,29,25,1
249,0,14,17,0
250,0,23,26,1
251,0,22,26,1
252,0,30,18,0
253,0,23,25,1
254,0,24,17,0
255,0,25,17,0
256,0,27,24,1
257,0,14,17,0
258,0,15,21,0
259,0,22,26,1
260,0,14,19,0
261,0,23,23,1
262,0,30,19,0
263,0,30,20,0
264,0,27,18,0
265,0,30,25,1
266,0,14,18,0
267,0,22,19,0
268,0,24,21,0
269,1,16,25,1
270,0,29,23,1
271,0,22,18,0
272,0,26,21,0
273,0,16,20,0
274,0,25,18,0
275,0,30,17,0
276,0,30,19,0
277,0,22,18,0
278,0,24,26,1
279,0,27,25,1
280,0,16,17,0
281,0,23,20,0
282,0,29,19,0
283,0,16,17,0
284,0,27,20,0
285,0,27,22,1
286,0,25,26,1
287,0,30,17,0
288,1,16,22,1
289,0,30,23,1
290,0,28,18,0
291,0,30,22,1
292,0,29,18,0
293,0,23,25,1
294,0,24,18,0
295,0,15,18,0
296,0,29,26,1
297,0,23,21,0
298,0,25,19,0
299,0,30,18,0
300,0,25,18,0
301,0,29,20,0
302,0,29,24,1
303,0,31,17,0
304,0,24,25,1
305,0,22,21,0
306,0,22,20,0
307,0,27,24,1
308,0,24,21,0
309,0,28,19,0
310,0,15,17,0
311,0,24,22,1
312,0,22,19,0
313,0,15,21,0
314,0,30,21,0
315,0,24,21,0
316,0,29,23,1
317,0,28,21,0
318,0,28,19,0
319,0,28,17,0
320,0,29,20,0
321,0,31,18,0
322,0,22,20,0
323,1,16,22,1
324,0,15,17,0
325,0,25,18,0
326,0,30,25,1
327,0,22,23,1
328,0,26,21,0
329,0,23,21,0
330,0,25,17,0
331,0,22,20,0
332,0,24,21,0
333,0,24,20,0
334,0,25,25,1
335,0,23,24,1
336,1,14,22,1
337,1,14,24,1
338,0,15,20,0
339,0,27,22,1
340,0,16,20,0
341,1,15,22,1
342,0,26,18,0
343,0,26,18,0
344,0,28,20,0
345,0,16,17,0
346,0,23,21,0
347,0,22,17,0
348,0,27,22,1
349,0,26,17,0
350,0,25,21,0
351,0,16,21,0
352,0,22,23,1
353,0,23,17,0
354,0,22,20,0
355,0,28,18,0
356,1,14,22,1
357,0,30,17,0
358,0,24,17,0
359,0,24,18,0
360,0,15,17,0
361,0,26,19,0
362,0,22,26,1
363,0,22,19,0
364,0,14,17,0
365,0,26,20,0
366,0,30,18,0
367,0,27,20,0
368,0,22,19,0
369,0,26,25,1
370,0,28,19,0
371,0,15,20,0
372,0,14,17,0
373,0,14,18,0
374,0,29,21,0
375,0,25,21,0
376,0,28,22,1
377,0,28,24,1
378,0,24,19,0
379,0,15,17,0
380,1,14,25,1
381,0,25,17,0
382,0,29,18,0
383,0,16,20,0
384,0,24,18,0
385,0,25,19,0
386,0,15,18,0
387,0,31,20,0
388,0,26,18,0
389,0,27,23,1
390,0,30,21,0
391,0,24,25,1
392,0,24,17,0
393,0,22,22,1
394,0,23,18,0
395,0,26,18,0
396,0,26,23,1
397,0,23,17,0
398,0,15,18,0
399,0,16,20,0
400,0,24,22,1
401,0,15,21,0
402,0,24,19,0
403,0,24,20,0
404,0,28,18,0
405,0,16,17,0
406,0,24,23,1
407,0,14,17,0
408,0,30,25,1
409,0,28,19,0
410,0,22,22,1
411,0,14,18,0
412,0,24,19,0
413,0,26,22,1
414,0,30,22,1
415,0,24,26,1
416,0,23,22,1
417,0,26,20,0
418,0,15,21,0
419,0,22,18,0
420,0,29,18,0
421,0,23,22,1
422,0,28,17,0
423,0,30,18,0
424,0,22,23,1
425,0,27,20,0
426,0,25,26,1
427,0,30,19,0
428,0,27,24,1
429,0,14,18,0
430,0,24,23,1
431,0,16,17,0
432,0,15,20,0
433,0,28,17,0
434,0,29,18,0
435,0,14,21,0
436,0,27,21,0
437,0,26,18,0
438,0,16,17,0
439,0,14,18,0
440,0,24,24,1
441,0,27,23,1
442,0,14,20,0
443,0,30,20,0
444,0,28,24,1
445,0,26,18,0
446,0,26,19,0
447,0,24,20,0
448,0,16,19,0
449,0,22,22,1
450,0,25,17,0
451,0,16,17,0
452,0,25,21,0
453,0,24,17,0
454,0,26,18,0
455,0,16,18,0
456,0,27,20,0
457,0,23,18,0
458,0,15,18,0
459,0,29,19,0
460,0,31,23,1
461,0,25,24,1
462,0,15,21,0
463,0,26,25,1
464,1,16,24,1
465,0,27,19,0
466,0,23,21,0
467,0,28,17,0
468,0,29,21,0
469,1,16,24,1
470,0,26,17,0
471,0,14,17,0
472,0,23,17,0
473,0,23,18,0
474,0,16,18,0
475,0,22,24,1
476,0,15,20,0
477,0,22,20,0
478,0,29,24,1
479,0,14,20,0
480,0,28,26,1
481,0,15,21,0
482,0,15,21,0
483,0,23,18,0
484,1,15,25,1
485,0,28,20,0
486,0,23,21,0
487,0,27,17,0
488,1,14,22,1
489,0,24,17,0
490,0,22,20,0
491,0,26,22,1
492,0,26,19,0
493,0,27,18,0
494,0,16,19,0
495,0,22,17,0
496,0,15,20,0
497,0,22,23,1
498,0,24,21,0
499,0,27,17,0
500,1,16,25,1
501,0,28,21,0
502,0,28,17,0
503,0,26,24,1
504,0,24,25,1
505,0,30,17,0
506,0,30,20,0
507,0,16,20,0
508,0,24,26,1
509,0,23,19,0
510,0,25,21,0
511,0,31,20,0
512,0,15,21,0
513,0,22,20,0
514,0,29,19,0
515,0,27,21,0
516,0,26,18,0
517,0,24,20,0
